trial_nr	onset	event_type	phase	response	nr_frames	onset_abs	duration
46	585.5296877000001	alternation	34		24	586.6344348000002	0.19999910000024101
46	585.7296868000003	alternation	35		24	586.8344339000005	0.20003100000030827
46	585.9297178000006	alternation	36		24	587.0344649000008	0.1999577999995381
46	586.1296756000002	alternation	37		24	587.2344227000003	0.19999280000047293
46	586.3296684000006	alternation	38		24	587.4344155000008	0.20173699999941164
46	586.5314054	alternation	39		24	587.6361525000002	0.19998820000000705
46	586.7313936	alternation	40		24	587.8361407000002	0.1999511000003622
46	586.9313447000004	alternation	41		24	588.0360918000006	0.2000610000004599
46	587.1314057000009	alternation	42		20	588.236152800001	0.16673369999989518
46	587.2756449000008	response	42	space		588.3803920000009	
47	587.2981394000008	alternation	0		25	588.4028865000009	0.20817769999939628
47	587.5063171000002	alternation	1		24	588.6110642000003	0.19834910000008676
47	587.7046662000002	alternation	2		24	588.8094133000004	0.19996979999996256
47	587.9046360000002	alternation	3		24	589.0093831000004	0.1999812000003658
47	588.1046172000006	alternation	4		24	589.2093643000007	0.20002959999965242
47	588.3046468000002	alternation	5		24	589.4093939000004	0.19997070000044914
47	588.5046175000007	alternation	6		24	589.6093646000008	0.20006649999959336
47	588.7046840000003	alternation	7		24	589.8094311000004	0.19995139999991807
47	588.9046354000002	alternation	8		24	590.0093825000004	0.20000510000045324
47	589.1046405000006	alternation	9		24	590.2093876000008	0.19996219999939058
47	589.3046027	alternation	10		24	590.4093498000002	0.20171320000008564
47	589.5063159000001	alternation	11		24	590.6110630000003	0.19998780000059924
47	589.7063037000007	alternation	12		24	590.8110508000009	0.19999519999964832
47	589.9062989000004	alternation	13		24	591.0110460000005	0.20000200000049517
47	590.1063009000009	alternation	14		24	591.211048000001	0.20004029999927297
47	590.3063412000001	alternation	15		24	591.4110883000003	0.19820030000028055
47	590.5045415000004	alternation	16		24	591.6092886000006	0.19999920000009297
47	590.7045407000005	alternation	17		24	591.8092878000007	0.2000398000000132
47	590.9045805000005	alternation	18		24	592.0093276000007	0.199988299999859
47	591.1045688000004	alternation	19		24	592.2093159000005	0.1999631999997291
47	591.3045320000001	alternation	20		24	592.4092791000003	0.20001250000041182
47	591.5045445000005	alternation	21		24	592.6092916000007	0.19997239999975136
47	591.7045169000003	alternation	22		24	592.8092640000004	0.2000370000005205
47	591.9045539000008	alternation	23		24	593.009301000001	0.19998869999926683
47	592.1045426000001	alternation	24		24	593.2092897000002	0.20168809999995574
47	592.3062307	alternation	25		24	593.4109778000002	0.19998460000078921
47	592.5062153000008	alternation	26		24	593.610962400001	0.19999539999935223
47	592.7062107000002	alternation	27		24	593.8109578000003	0.19999009999992268
47	592.9062008000001	alternation	28		24	594.0109479000002	0.20002480000039213
47	593.1062256000005	alternation	29		24	594.2109727000006	0.19822519999979704
47	593.3044508000003	alternation	30		24	594.4091979000004	0.2000026000005164
47	593.5044534000008	alternation	31		24	594.609200500001	0.20002199999998993
47	593.7044754000008	alternation	32		8	594.8092225000009	0.06663519999983691
47	593.7548118000004	response	32	space		594.8595589000006	
48	593.7711106000006	alternation	0		25	594.8758577000008	0.20834039999954257
48	593.9794510000002	alternation	1		24	595.0841981000003	0.1999924000001556
48	594.1794434000003	alternation	2		24	595.2841905000005	0.20001330000013695
48	594.3794567000004	alternation	3		24	595.4842038000006	0.19996859999992012
48	594.5794253000004	alternation	4		24	595.6841724000005	0.20001669999965088
48	594.779442	alternation	5		24	595.8841891000002	0.200030500000139
48	594.9794725000002	alternation	6		23	596.0842196000003	0.1933567000005496
48	595.1728292000007	alternation	7		24	596.2775763000009	0.19997220000004745
48	595.3728014000008	alternation	8		24	596.4775485000009	0.20002729999941948
48	595.5728287000002	alternation	9		24	596.6775758000003	0.19995150000067952
48	595.7727802000009	alternation	10		24	596.877527300001	0.19999659999939468
48	595.9727768000002	alternation	11		25	597.0775239000004	0.20663039999999455
48	596.1794072000002	alternation	12		24	597.2841543000004	0.19994920000044658
48	596.3793564000007	alternation	13		24	597.4841035000009	0.20003369999994902
48	596.5793901000006	alternation	14		24	597.6841372000008	0.1999945999996271
48	596.7793847000003	alternation	15		24	597.8841318000004	0.19995730000027834
48	596.9793420000005	alternation	16		24	598.0840891000007	0.2000065000001996
48	597.1793485000007	alternation	17		3	598.2840956000009	0.02500439999948867
48	597.1879069000006	response	17	space		598.2926540000008	
49	597.2043529000002	alternation	0		25	598.3091000000004	0.2083198000000266
49	597.4126727000003	alternation	1		23	598.5174198000004	0.19165690000045288
49	597.6043296000007	alternation	2		25	598.7090767000009	0.20838579999963258
49	597.8127154000003	alternation	3		23	598.9174625000005	0.19333340000048338
49	598.0060488000008	alternation	4		24	599.110795900001	0.2000011000000086
49	598.2060499000008	alternation	5		24	599.310797000001	0.20005569999921136
49	598.4061056	alternation	6		24	599.5108527000002	0.19992130000082398
49	598.6060269000009	alternation	7		24	599.710774000001	0.20003159999942
49	598.8060585000003	alternation	8		25	599.9108056000005	0.2065907000005609
49	599.0126492000009	alternation	9		24	600.117396300001	0.1999588999997286
49	599.2126081000006	alternation	10		24	600.3173552000007	0.1999958999995215
49	599.4126040000001	alternation	11		24	600.5173511000003	0.19998860000032437
49	599.6125926000004	alternation	12		24	600.7173397000006	0.20002469999963068
49	599.8126173	alternation	13		24	600.9173644000002	0.20000350000009348
49	600.0126208000001	alternation	14		24	601.1173679000003	0.19996380000065983
49	600.2125846000008	alternation	15		24	601.317331700001	0.20003129999986413
49	600.4126159000007	alternation	16		24	601.5173630000008	0.19994359999964217
49	600.6125595000003	alternation	17		23	601.7173066000005	0.19343410000055883
49	600.8059936000009	alternation	18		24	601.910740700001	0.20000359999994544
49	601.0059972000008	alternation	19		24	602.110744300001	0.19997559999956138
49	601.2059728000004	alternation	20		24	602.3107199000005	0.20000880000043253
49	601.4059816000008	alternation	21		24	602.510728700001	0.199954799999432
49	601.6059364000002	alternation	22		25	602.7106835000004	0.20658999999977823
49	601.8125264	alternation	23		24	602.9172735000002	0.2000255000002653
49	602.0125519000003	alternation	24		24	603.1172990000005	0.1999522000005527
49	602.2125041000008	alternation	25		24	603.317251200001	0.20003749999978027
49	602.4125416000006	alternation	26		24	603.5172887000008	0.19994880000012927
49	602.6124904000008	alternation	27		24	603.7172375000009	0.1999974000000293
49	602.8124878000008	alternation	28		24	603.917234900001	0.20002649999969435
49	603.0125143000005	alternation	29		24	604.1172614000006	0.19997570000032283
49	603.2124900000008	alternation	30		20	604.317237100001	0.16665009999996983
49	603.3626948000001	response	30	space		604.4674419000003	
50	603.3791401000008	alternation	0		24	604.4838872000009	0.20174279999991995
50	603.5808829000007	alternation	1		24	604.6856300000009	0.2000502000000779
50	603.7809331000008	alternation	2		24	604.8856802000009	0.1999400999993668
50	603.9808732000001	alternation	3		24	605.0856203000003	0.19997690000036528
50	604.1808501000005	alternation	4		24	605.2855972000007	0.20002370000020164
50	604.3808738000007	alternation	5		24	605.4856209000009	0.19823790000009467
50	604.5791117000008	alternation	6		24	605.683858800001	0.1999932999997327
50	604.7791050000005	alternation	7		25	605.8838521000007	0.20831689999977243
50	604.9874219000003	alternation	8		24	606.0921690000005	0.20001140000022133
50	605.1874333000005	alternation	9		24	606.2921804000007	0.19997830000011163
50	605.3874116000006	alternation	10		24	606.4921587000008	0.1999961000001349
50	605.5874077000008	alternation	11		24	606.6921548000009	0.19998739999937243
50	605.7873951000001	alternation	12		24	606.8921422000003	0.20000359999994544
50	605.9873987000001	alternation	13		24	607.0921458000003	0.2000029999999242
50	606.1874017	alternation	14		23	607.2921488000002	0.19339390000004641
50	606.3807956	alternation	15		24	607.4855427000002	0.1999863999999434
50	606.580782	alternation	16		24	607.6855291000002	0.19998930000019755
50	606.7807713000002	alternation	17		24	607.8855184000004	0.20000040000013541
50	606.9807717000003	alternation	18		24	608.0855188000005	0.1999805000004926
50	607.1807522000008	alternation	19		25	608.285499300001	0.20661509999990813
50	607.3873673000007	alternation	20		24	608.4921144000009	0.20001669999965088
50	607.5873840000004	alternation	21		24	608.6921311000006	0.19996340000034252
50	607.7873474000007	alternation	22		24	608.8920945000009	0.1999878999995417
50	607.9873353000003	alternation	23		24	609.0920824000004	0.20002130000011675
50	608.1873566000004	alternation	24		24	609.2921037000006	0.19996720000017376
50	608.3873238000006	alternation	25		24	609.4920709000007	0.19999939999979688
50	608.5873232000004	alternation	26		10	609.6920703000005	0.08332090000021708
50	608.6481126000008	response	26	space		609.752859700001	
51	608.6706441000006	alternation	0		25	609.7753912000007	0.20832700000028126
51	608.8789711000009	alternation	1		24	609.983718200001	0.19999099999949976
51	609.0789621000004	alternation	2		23	610.1837092000005	0.19339149999996152
51	609.2723536000003	alternation	3		24	610.3771007000005	0.1999844000001758
51	609.4723380000005	alternation	4		24	610.5770851000007	0.20003110000016022
51	609.6723691000007	alternation	5		24	610.7771162000008	0.20007429999986925
51	609.8724434000005	alternation	6		24	610.9771905000007	0.19994599999972706
51	610.0723894000002	alternation	7		25	611.1771365000004	0.20654060000015306
51	610.2789300000004	alternation	8		24	611.3836771000006	0.2000342000001183
51	610.4789642000005	alternation	9		24	611.5837113000007	0.19995019999987562
51	610.6789144000004	alternation	10		24	611.7836615000006	0.1999935000003461
51	610.8789079000007	alternation	11		24	611.9836550000009	0.20002969999950437
51	611.0789376000002	alternation	12		24	612.1836847000004	0.1999946000005366
51	611.2789322000008	alternation	13		24	612.383679300001	0.19999370000005
51	611.4789259000008	alternation	14		24	612.583673000001	0.19998949999990145
51	611.6789154000007	alternation	15		24	612.7836625000009	0.19999149999966903
51	611.8789069000004	alternation	16		23	612.9836540000006	0.19338129999960074
51	612.0722882	alternation	17		24	613.1770353000002	0.2000229000004765
51	612.2723111000005	alternation	18		24	613.3770582000006	0.1999587000000247
51	612.4722698000005	alternation	19		24	613.5770169000007	0.20002190000013798
51	612.6722917000006	alternation	20		24	613.7770388000008	0.1999971999994159
51	612.8722889000001	alternation	21		25	613.9770360000002	0.20657150000079127
51	613.0788604000008	alternation	22		24	614.183607500001	0.2000275000000329
51	613.2788879000009	alternation	23		24	614.383635000001	0.19998349999968923
51	613.4788714000006	alternation	24		24	614.5836185000007	0.1999551999997493
51	613.6788266000003	alternation	25		24	614.7835737000005	0.20000270000036835
51	613.8788293000007	alternation	26		24	614.9835764000009	0.19998729999952047
51	614.0788166000002	alternation	27		24	615.1835637000004	0.19999770000049466
51	614.2788143000007	alternation	28		24	615.3835614000009	0.19998539999960485
51	614.4787997000003	alternation	29		18	615.5835468000005	0.15000349999991158
51	614.6122319000006	response	29	space		615.7169790000007	
52	614.6288032000002	alternation	0		24	615.7335503000004	0.2017810000006648
52	614.8305842000009	alternation	1		24	615.935331300001	0.19997109999985696
52	615.0305553000007	alternation	2		24	616.1353024000009	0.19997779999994236
52	615.2305331000007	alternation	3		24	616.3352802000009	0.199996999999712
52	615.4305301000004	alternation	4		24	616.5352772000006	0.20001779999984137
52	615.6305479000002	alternation	5		24	616.7352950000004	0.19999820000066393
52	615.8305461000009	alternation	6		25	616.9352932000011	0.2065705999993952
52	616.0371167000003	alternation	7		24	617.1418638000005	0.19997289999992063
52	616.2370896000002	alternation	8		24	617.3418367000004	0.19985900000028778
52	616.4369486000005	alternation	9		24	617.5416957000007	0.20013550000021496
52	616.6370841000007	alternation	10		24	617.7418312000009	0.2000226999998631
52	616.8371068000006	alternation	11		24	617.9418539000008	0.200002399999903
52	617.0371092000005	alternation	12		24	618.1418563000007	0.19997580000017479
52	617.2370850000007	alternation	13		24	618.3418321000008	0.19995560000006662
52	617.4370406000007	alternation	14		24	618.5417877000009	0.20003039999937755
52	617.6370710000001	alternation	15		23	618.7418181000003	0.19336590000057186
52	617.8304369000007	alternation	16		24	618.9351840000008	0.19999599999937345
52	618.0304329	alternation	17		24	619.1351800000002	0.20001830000001064
52	618.2304512000001	alternation	18		24	619.3351983000002	0.19995550000021467
52	618.4304067000003	alternation	19		24	619.5351538000004	0.20002440000007482
52	618.6304311000004	alternation	20		25	619.7351782000005	0.20660270000007586
52	618.8370338000004	alternation	21		24	619.9417809000006	0.19996609999998327
52	619.0369999000004	alternation	22		24	620.1417470000006	0.1999902999996266
52	619.2369902	alternation	23		24	620.3417373000002	0.20000080000045273
52	619.4369910000005	alternation	24		11	620.5417381000007	0.09165529999972932
52	619.5063485000001	response	24	space		620.6110956000002	
53	619.5286463000002	alternation	0		25	620.6333934000004	0.20837519999986398
53	619.7370215000001	alternation	1		23	620.8417686000003	0.19160749999991822
53	619.928629	alternation	2		24	621.0333761000002	0.19999550000011368
53	620.1286245000001	alternation	3		25	621.2333716000003	0.20836200000030658
53	620.3369865000004	alternation	4		23	621.4417336000006	0.1933804999998756
53	620.5303670000003	alternation	5		24	621.6351141000005	0.19965460000003077
53	620.7300216000003	alternation	6		24	621.8347687000005	0.2003101999998762
53	620.9303318000002	alternation	7		24	622.0350789000004	0.1999697000001106
53	621.1303015000003	alternation	8		24	622.2350486000005	0.20001959999990504
53	621.3303211000002	alternation	9		24	622.4350682000004	0.19963020000068354
53	621.5299513000009	alternation	10		24	622.6346984000011	0.1984495999995488
53	621.7284009000005	alternation	11		25	622.8331480000006	0.20853129999977682
53	621.9369322000002	alternation	12		24	623.0416793000004	0.19995730000027834
53	622.1368895000005	alternation	13		24	623.2416366000007	0.2000322000003507
53	622.3369217000009	alternation	14		24	623.441668800001	0.20001229999979842
53	622.5369340000007	alternation	15		24	623.6416811000008	0.19995139999991807
53	622.7368854000006	alternation	16		24	623.8416325000007	0.20002479999948264
53	622.9369102	alternation	17		24	624.0416573000002	0.1999935000003461
53	623.1369037000004	alternation	18		24	624.2416508000006	0.19996960000025865
53	623.3368733000007	alternation	19		23	624.4416204000008	0.19122849999985192
53	623.5281018000005	alternation	20		24	624.6328489000007	0.20220979999976407
53	623.7303116000003	alternation	21		24	624.8350587000004	0.19993450000038138
53	623.9302461000007	alternation	22		24	625.0349932000008	0.19994969999970635
53	624.1301958000004	alternation	23		24	625.2349429000005	0.1999924000001556
53	624.3301882000005	alternation	24		24	625.4349353000007	0.20002440000007482
53	624.5302126000006	alternation	25		25	625.6349597000008	0.20661610000024666
53	624.7368287000008	alternation	26		23	625.841575800001	0.20001499999943917
53	624.9368437000003	alternation	27		24	626.0415908000004	0.1999746999999843
53	625.1368184000003	alternation	28		24	626.2415655000004	0.20006960000046092
53	625.3368880000007	alternation	29		24	626.4416351000009	0.199900699999489
53	625.5367887000002	alternation	30		24	626.6415358000004	0.20003970000016125
53	625.7368284000004	alternation	31		24	626.8415755000005	0.19998690000011266
53	625.9368153000005	alternation	32		7	627.0415624000007	0.058285500000238244
53	625.9786538000008	response	32	space		627.0834009000009	
54	625.9951008000007	alternation	0		25	627.0998479000009	0.20833869999933086
54	626.2034395000001	alternation	1		23	627.3081866000002	0.19341110000004846
54	626.3968506000001	alternation	2		24	627.5015977000003	0.2000320000006468
54	626.5968826000008	alternation	3		24	627.7016297000009	0.1999402999999802
54	626.7968229000007	alternation	4		24	627.9015700000009	0.19962140000006912
54	626.9964443000008	alternation	5		24	628.101191400001	0.20039489999999205
54	627.1968392000008	alternation	6		24	628.301586300001	0.19975159999921743
54	627.3965908	alternation	7		24	628.5013379000002	0.20021470000028785
54	627.5968055000003	alternation	8		25	628.7015526000005	0.20661800000016228
54	627.8034235000005	alternation	9		24	628.9081706000006	0.1999667000000045
54	628.0033902000005	alternation	10		24	629.1081373000006	0.1999998000001142
54	628.2033900000006	alternation	11		24	629.3081371000007	0.19998080000004848
54	628.4033708000006	alternation	12		24	629.5081179000008	0.20000179999988177
54	628.6033726000005	alternation	13		24	629.7081197000007	0.19999050000024
54	628.8033631000008	alternation	14		24	629.9081102000009	0.19998200000009092
54	629.0033451000008	alternation	15		24	630.108092200001	0.20000309999977617
54	629.2033482000006	alternation	16		24	630.3080953000008	0.1995878999996421
54	629.4029361000003	alternation	17		23	630.5076832000004	0.19386949999989156
54	629.5968056000002	alternation	18		24	630.7015527000003	0.199905000000399
54	629.7967106000006	alternation	19		24	630.9014577000007	0.2000103999998828
54	629.9967210000004	alternation	20		24	631.1014681000006	0.19999800000005052
54	630.1967190000005	alternation	21		24	631.3014661000007	0.19997719999992114
54	630.3966962000004	alternation	22		25	631.5014433000006	0.20661540000037348
54	630.6033116000008	alternation	23		24	631.708058700001	0.20000529999924765
54	630.8033169	alternation	24		24	631.9080640000002	0.2000203000006877
54	631.0033372000007	alternation	25		24	632.1080843000009	0.19994059999953606
54	631.2032778000003	alternation	26		24	632.3080249000004	0.19999230000030366
54	631.4032701000006	alternation	27		24	632.5080172000007	0.2000436999996964
54	631.6033138000003	alternation	28		24	632.7080609000004	0.1999931000000288
54	631.8033069000003	alternation	29		24	632.9080540000004	0.19994670000050974
54	632.0032536000008	alternation	30		24	633.108000700001	0.1999975999997332
54	632.2032512000005	alternation	31		15	633.3079983000007	0.12675860000035755
54	632.3136032000002	response	31	space		633.4183503000004	
55	632.3300098000009	alternation	0		25	633.434756900001	0.20829809999941062
55	632.5383079000003	alternation	1		24	633.6430550000005	0.20004190000054223
55	632.7383498000008	alternation	2		24	633.843096900001	0.19994379999934608
55	632.9382936000002	alternation	3		24	634.0430407000003	0.1999881000001551
55	633.1382817000003	alternation	4		24	634.2430288000005	0.19826089999969554
55	633.3365426	alternation	5		24	634.4412897000002	0.20004860000062763
55	633.5365912000007	alternation	6		24	634.6413383000008	0.19997400000011112
55	633.7365652000008	alternation	7		24	634.8413123000009	0.1999588999997286
55	633.9365241000005	alternation	8		24	635.0412712000007	0.20001799999954528
55	634.1365421	alternation	9		24	635.2412892000002	0.19999800000005052
55	634.3365401000001	alternation	10		24	635.4412872000003	0.1999801000001753
55	634.5365202000003	alternation	11		24	635.6412673000004	0.19998589999977412
55	634.7365061	alternation	12		24	635.8412532000002	0.20000190000064322
55	634.9365080000007	alternation	13		24	636.0412551000009	0.20177199999943696
55	635.1382800000001	alternation	14		24	636.2430271000003	0.19995560000006662
55	635.3382356000002	alternation	15		24	636.4429827000004	0.20002759999988484
55	635.5382632000001	alternation	16		24	636.6430103000002	0.19997180000063963
55	635.7382350000007	alternation	17		24	636.8429821000009	0.1998809999995501
55	635.9381160000003	alternation	18		24	637.0428631000004	0.1983473000000231
55	636.1364633000003	alternation	19		24	637.2412104000005	0.19999420000021928
55	636.3364575000005	alternation	20		24	637.4412046000007	0.19998539999960485
55	636.5364429000001	alternation	21		24	637.6411900000003	0.2000355000000127
55	636.7364784000001	alternation	22		24	637.8412255000003	0.19995749999998225
55	636.9364359000001	alternation	23		24	638.0411830000003	0.2000293999999485
55	637.1364653	alternation	24		24	638.2412124000002	0.19995540000036272
55	637.3364207000004	alternation	25		24	638.4411678000006	0.20002959999965242
55	637.5364503000001	alternation	26		24	638.6411974000002	0.19997670000066137
55	637.7364270000007	alternation	27		24	638.8411741000009	0.201759999999922
55	637.9381870000007	alternation	28		24	639.0429341000008	0.19998229999964678
55	638.1381693000003	alternation	29		24	639.2429164000005	0.20000609999988228
55	638.3381754000002	alternation	30		24	639.4429225000003	0.19997839999996359
55	638.5381538000001	alternation	31		24	639.6429009000003	0.1999452999998539
55	638.7380991	alternation	32		24	639.8428462000002	0.19826930000090215
55	638.9363684000009	alternation	33		24	640.0411155000011	0.20002979999935633
55	639.1363982000003	alternation	34		24	640.2411453000004	0.199978600000577
55	639.3363768000008	alternation	35		3	640.441123900001	0.024978199999168282
55	639.3448876000002	response	35	space		640.4496347000004	
56	639.361355	alternation	0		25	640.4661021000002	0.2083310000007259
56	639.5696860000007	alternation	1		24	640.6744331000009	0.20003159999942
56	639.7697176000001	alternation	2		24	640.8744647000003	0.19995310000012978
56	639.9696707000003	alternation	3		24	641.0744178000004	0.1999935000003461
56	640.1696642000006	alternation	4		24	641.2744113000008	0.19999730000017735
56	640.3696615000008	alternation	5		24	641.474408600001	0.199994799999331
56	640.5696563000001	alternation	6		23	641.6744034000003	0.19342620000043098
56	640.7630825000006	alternation	7		24	641.8678296000007	0.19996619999983523
56	640.9630487000004	alternation	8		24	642.0677958000006	0.19998969999960536
56	641.1630384	alternation	9		24	642.2677855000002	0.19999650000045222
56	641.3630349000005	alternation	10		24	642.4677820000006	0.199988299999859
56	641.5630232000003	alternation	11		25	642.6677703000005	0.2066344000004392
56	641.7696576000008	alternation	12		24	642.8744047000009	0.199996999999712
56	641.9696546000005	alternation	13		24	643.0744017000006	0.1999892000003456
56	642.1696438000008	alternation	14		24	643.274390900001	0.1999638999996023
56	642.3696077000004	alternation	15		24	643.4743548000006	0.2000162000003911
56	642.5696239000008	alternation	16		24	643.674371000001	0.19996699999956036
56	642.7695909000004	alternation	17		24	643.8743380000005	0.20007629999963683
56	642.9696672	alternation	18		24	644.0744143000002	0.19994660000065778
56	643.1696138000007	alternation	19		24	644.2743609000008	0.1999558999996225
56	643.3695697000003	alternation	20		23	644.4743168000005	0.19343490000028396
56	643.5630046000006	alternation	21		24	644.6677517000007	0.19954469999993307
56	643.7625493000005	alternation	22		24	644.8672964000007	0.2004120999999941
56	643.9629614000005	alternation	23		24	645.0677085000007	0.20002409999960946
56	644.1629855000001	alternation	24		24	645.2677326000003	0.19996880000053352
56	644.3629543000006	alternation	25		24	645.4677014000008	0.20002060000024358
56	644.5629749000009	alternation	26		25	645.667722000001	0.20654229999945528
56	644.7695172000003	alternation	27		24	645.8742643000005	0.20000710000022082
56	644.9695243000006	alternation	28		24	646.0742714000007	0.1998395000000528
56	645.1693638000006	alternation	29		24	646.2741109000008	0.20018890000028478
56	645.3695527000009	alternation	30		15	646.4742998000011	0.12498779999987164
56	645.4788814000003	response	30	space		646.5836285000005	
57	645.4945405000008	alternation	0		24	646.5992876000009	0.20002149999982066
57	645.6945620000006	alternation	1		24	646.7993091000008	0.19995339999968564
57	645.8945154000003	alternation	2		24	646.9992625000004	0.19996350000019447
57	646.0944789000005	alternation	3		24	647.1992260000006	0.2000052000003052
57	646.2944841000008	alternation	4		24	647.3992312000009	0.20173949999934848
57	646.4962236000001	alternation	5		24	647.6009707000003	0.1999863999999434
57	646.6962100000001	alternation	6		24	647.8009571000002	0.199981800000387
57	646.8961918000005	alternation	7		24	648.0009389000006	0.20000609999988228
57	647.0961979000003	alternation	8		24	648.2009450000005	0.20001250000041182
57	647.2962104000007	alternation	9		24	648.4009575000009	0.19825069999933476
57	647.4944611000001	alternation	10		24	648.5992082000002	0.20000970000000962
57	647.6944708000001	alternation	11		24	648.7992179000003	0.19999650000045222
57	647.8944673000005	alternation	12		24	648.9992144000007	0.1999558999996225
57	648.0944232000002	alternation	13		24	649.1991703000003	0.20002699999986362
57	648.2944502	alternation	14		24	649.3991973000002	0.1999870000008741
57	648.4944372000009	alternation	15		24	649.5991843000011	0.19999909999933152
57	648.6944363000002	alternation	16		25	649.7991834000004	0.2082946999998967
57	648.9027310000001	alternation	17		24	650.0074781000003	0.20004080000035174
57	649.1027718000005	alternation	18		23	650.2075189000007	0.19340050000027986
57	649.2961723000008	alternation	19		24	650.4009194000009	0.19992849999925966
57	649.4961008	alternation	20		24	650.6008479000002	0.20001570000022184
57	649.6961165000002	alternation	21		24	650.8008636000004	0.2000824000006105
57	649.8961989000009	alternation	22		25	651.000946000001	0.20649329999923793
57	650.1026922000001	alternation	23		24	651.2074393000003	0.20003260000066803
57	650.3027248000008	alternation	24		24	651.4074719000009	0.19995380000000296
57	650.5026786000008	alternation	25		24	651.6074257000009	0.19999279999956343
57	650.7026714000003	alternation	26		24	651.8074185000005	0.19999879999977566
57	650.9026702000001	alternation	27		24	652.0074173000003	0.19998930000019755
57	651.1026595000003	alternation	28		24	652.2074066000005	0.2000290000005407
57	651.3026885000008	alternation	29		24	652.407435600001	0.19997389999934967
57	651.5026624000002	alternation	30		24	652.6074095000004	0.1998278000000937
57	651.7024902000003	alternation	31		23	652.8072373000005	0.19356109999989712
57	651.8960513000002	alternation	32		24	653.0007984000003	0.2000225000001592
57	652.0960738000003	alternation	33		24	653.2008209000005	0.19995569999991858
57	652.2960295000003	alternation	34		24	653.4007766000004	0.20001310000043304
57	652.4960426000007	alternation	35		24	653.6007897000009	0.19996619999983523
57	652.6960088000005	alternation	36		25	653.8007559000007	0.2066093000003093
57	652.9026181000008	alternation	37		24	654.007365200001	0.20001849999971455
57	653.1026366000006	alternation	38		24	654.2073837000007	0.19995139999991807
57	653.3025880000005	alternation	39		24	654.4073351000006	0.20004690000041592
57	653.5026349000009	alternation	40		24	654.607382000001	0.19999149999966903
57	653.7026264000006	alternation	41		24	654.8073735000007	0.19994119999955728
57	653.9025676000001	alternation	42		24	655.0073147000003	0.19999600000028295
57	654.1025636000004	alternation	43		24	655.2073107000006	0.2000292000002446
57	654.3025928000006	alternation	44		24	655.4073399000008	0.1999605999999403
57	654.5025534000006	alternation	45		18	655.6073005000007	0.15000510000027134
57	654.6361027000003	response	45	space		655.7408498000004	
58	654.6525585000009	alternation	0		24	655.757305600001	0.2017346999991787
58	654.8542932	alternation	1		24	655.9590403000002	0.1999842000004719
58	655.0542774000005	alternation	2		24	656.1590245000007	0.19998479999958363
58	655.2542622000001	alternation	3		24	656.3590093000003	0.20003750000068976
58	655.4542997000008	alternation	4		24	656.5590468000009	0.19995010000002367
58	655.6542498000008	alternation	5		25	656.758996900001	0.20660330000009708
58	655.8608531000009	alternation	6		24	656.9656002000011	0.20002819999990606
58	656.0608813000008	alternation	7		24	657.165628400001	0.1999657999995179
58	656.2608471000003	alternation	8		24	657.3655942000005	0.19999749999988126
58	656.4608446000002	alternation	9		24	657.5655917000004	0.19998870000017632
58	656.6608333000004	alternation	10		24	657.7655804000005	0.20001539999975648
58	656.8608487000001	alternation	11		24	657.9655958000003	0.1999922000004517
58	657.0608409000006	alternation	12		24	658.1655880000008	0.19995569999991858
58	657.2607966000005	alternation	13		24	658.3655437000007	0.1999986999999237
58	657.4607953000004	alternation	14		23	658.5655424000006	0.19341950000034558
58	657.6542148000008	alternation	15		24	658.7589619000009	0.19997149999926478
58	657.8541863	alternation	16		24	658.9589334000002	0.19995980000021518
58	658.0541461000003	alternation	17		24	659.1588932000004	0.2000188000001799
58	658.2541649000004	alternation	18		24	659.3589120000006	0.2000054000000091
58	658.4541703000004	alternation	19		25	659.5589174000006	0.206589399999757
58	658.6607597000002	alternation	20		24	659.7655068000004	0.200025099999948
58	658.8607848000001	alternation	21		24	659.9655319000003	0.19995490000019345
58	659.0607397000003	alternation	22		24	660.1654868000005	0.200002399999903
58	659.2607421000002	alternation	23		24	660.3654892000004	0.19999340000049415
58	659.4607355000007	alternation	24		24	660.5654826000009	0.2000029999999242
58	659.6607385000007	alternation	25		24	660.7654856000008	0.19998990000021877
58	659.8607284000009	alternation	26		24	660.965475500001	0.20003059999999095
58	660.0607590000009	alternation	27		24	661.165506100001	0.19995039999957953
58	660.2607094000005	alternation	28		23	661.3654565000006	0.1934056000000055
58	660.4541150000005	alternation	29		24	661.5588621000006	0.20004690000041592
58	660.6541619000009	alternation	30		24	661.758909000001	0.1999558999996225
58	660.8541178000005	alternation	31		24	661.9588649000007	0.19996720000017376
58	661.0540850000007	alternation	32		24	662.1588321000008	0.19999670000015612
58	661.2540817000008	alternation	33		24	662.358828800001	0.20003839999935735
58	661.4541201000002	alternation	34		10	662.5588672000003	0.08331820000057633
58	661.5209846000007	response	34	space		662.6257317000009	
59	661.5374383000008	alternation	0		25	662.6421854000009	0.20659410000007483
59	661.7440324000008	alternation	1		24	662.848779500001	0.19996879999962403
59	661.9440012000005	alternation	2		24	663.0487483000006	0.2000225000001592
59	662.1440237000006	alternation	3		24	663.2487708000008	0.19994479999968462
59	662.3439685000003	alternation	4		24	663.4487156000005	0.20004320000043663
59	662.5440117000007	alternation	5		24	663.6487588000009	0.1999465999997483
59	662.7439583000005	alternation	6		24	663.8487054000007	0.19998599999962607
