trial_nr	onset	event_type	phase	response	nr_frames	n_dots	sphere_radius	dot_size	rotation_speed	depth_mod_center	depth_mod_amp	ambiguous_dot_size	onset_abs	duration
39	396.23310330000004	phase1	1		480	200.0	2.0	0.15	2.0	0.75	0.25	0.2	398.3000376	3.9998056999999108
39	400.23290899999995	phase2	2		12	200.0	2.0	0.15	2.0	0.75	0.25	0.2	402.2998432999999	0.10002620000000206
39	400.33293519999995	phase3	3		360	200.0	2.0	0.15	2.0	0.75	0.25	0.2	402.3998694999999	2.999840500000005
39	401.0730463	response	3	left		200.0	2.0	0.15	2.0	0.75	0.25	0.2	403.13998059999994	
40	403.33277569999996	phase0	0		258	200.0	2.0	0.15	2.0	0.75	0.25	0.2	405.3997099999999	2.1499995000000354
40	405.4827752	phase1	1		480	200.0	2.0	0.15	2.0	0.75	0.25	0.2	407.54970949999995	3.9998950000000377
40	409.48267020000003	phase2	2		36	200.0	2.0	0.15	2.0	0.75	0.25	0.2	411.5496045	0.2999518999999964
40	409.7826221	phase3	3		360	200.0	2.0	0.15	2.0	0.75	0.25	0.2	411.8495564	2.999898499999972
40	410.6078963	response	3	left		200.0	2.0	0.15	2.0	0.75	0.25	0.2	412.67483059999995	
41	412.7825206	phase0	0		93	200.0	2.0	0.15	2.0	0.75	0.25	0.2	414.84945489999996	0.773250800000028
41	413.5557714	phase1	1		60	200.0	2.0	0.15	2.0	0.75	0.25	0.2	415.6227057	0.5000304000000142
41	414.05580180000004	phase2	2		480	200.0	2.0	0.15	2.0	0.75	0.25	0.2	416.1227361	4.001588699999957
41	418.0573905	phase3	3		46	200.0	2.0	0.15	2.0	0.75	0.25	0.2	420.12432479999995	0.3833283000000165
